Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
420.69,-1,-1,10000,-1,608825312,1674596411.50201
420.69,8, 0,10000,1,608854109,1674596440.30914
420.69,8, 0,10000,2,608873390,1674596459.59322
420.69,8, 0,10000,3,608886734,1674596472.92817
1,6, 0,487.595800016075,2,608950000,1674596536.19141
1,4, -8,598.992600044236,1,608954703,1674596540.89701
0,4, -24,670.542899923399,2,608959156,1674596545.35119
0,4, 16,928.13539999444,3,608963875,1674596550.06667
1,6, -16,634.530399980955,1,608968781,1674596554.97653
1,4, -8,660.802900031209,2,608973375,1674596559.5655
1,6, -16,682.423000046052,2,608977906,1674596564.09673
1,8, 8,544.606100007892,2,608982343,1674596568.53861
1,6, -24,558.503300006501,2,608986453,1674596572.64396
1,8, -8,590.414200033061,3,608990765,1674596576.95538
1,8, -8,596.56310005486,2,608995609,1674596581.80632
1,6, -24,663.326100035571,3,609000359,1674596586.55586
1,8, 16,812.23899993021,3,609004468,1674596590.6703
1,4, 16,674.161900006235,3,609008984,1674596595.18055
1,8, 24,599.001699997112,2,609013312,1674596599.5158
0,8, 0,423.599200028926,1,609018093,1674596604.28304
0,6, 24,584.372100009583,1,609022484,1674596608.67345
1,8, 0,485.553799950518,2,609026625,1674596612.82099
1,4, 0,915.620700045489,3,609030468,1674596616.67104
1,8, 8,565.480100045912,3,609035140,1674596621.34111
1,6, 8,716.229799957015,2,609039875,1674596626.07876
1,8, -24,1038.6295000175,1,609044468,1674596630.66004
0,8, 24,-109,1,609049718,1674596635.91001
1,6, 16,741.282200030051,1,609055125,1674596641.32056
1,6, -8,499.592599979602,1,609059812,1674596646.00798
1,8, -16,546.515599995852,1,609064468,1674596650.66371
1,8, -24,789.079099948518,2,609069281,1674596655.46968
1,8, 8,748.436199905351,3,609074015,1674596660.21416
1,8, -16,473.19069999177,1,609078546,1674596664.74554
1,8, 0,507.511399974115,2,609083296,1674596669.48662
1,6, 16,500.027900034562,3,609087953,1674596674.15051
1,4, 8,617.031399914064,2,609091812,1674596678.00207
1,4, 24,612.726400079206,2,609096187,1674596682.38201
0,8, 24,826.026500024833,1,609100343,1674596686.54502
1,6, 24,738.610099939629,2,609104375,1674596690.56558
1,6, 8,706.227000042796,3,609108937,1674596695.12906
1,4, -8,719.997000004165,1,609113500,1674596699.69931
1,6, -24,958.064399947412,3,609118281,1674596704.48417
1,4, -8,1060.49180001393,3,609123109,1674596709.3095
0,4, -24,-109,3,609128296,1674596714.48916
1,8, 0,635.511700002477,3,609133203,1674596719.40678
1,8, -8,684.526700115763,1,609137500,1674596723.69342
1,8, 16,730.222599985078,2,609141437,1674596727.63986
1,4, 0,463.844099951908,2,609146328,1674596732.53017
1,6, 0,514.209100100212,3,609150453,1674596736.64864
0,6, 24,859.95659994334,1,609154890,1674596741.09438
1,6, -8,626.352799994871,3,609159609,1674596745.80123
1,8, 24,617.332199992612,1,609164250,1674596750.44933
420.69,-1,-1,10000,-1,609201000,1674596787.19747
420.69,8, 0,5000,4,609222890,1674596809.08272
420.69,8, 0,5000,5,609230968,1674596817.16488
420.69,8, 0,5000,6,609238390,1674596824.57992
1,4, -16,940.798000021838,6,609297531,1674596883.72983
1,4, -16,601.850300034508,4,609302296,1674596888.49653
1,6, 24,688.092099906877,6,609306281,1674596892.47403
1,8, -24,596.884600058198,4,609310968,1674596897.17214
1,4, 0,503.133500049822,4,609315703,1674596901.89649
1,6, 8,600.068299969658,6,609319515,1674596905.70465
1,6, -24,690.692299915478,4,609324328,1674596910.52292
1,4, 24,816.148500013165,5,609328640,1674596914.83145
1,6, -16,719.343900036998,4,609333062,1674596919.25556
1,8, -8,490.701500032097,4,609337796,1674596923.98864
1,4, 16,722.999099929817,6,609342015,1674596928.20461
1,8, 16,733.443299945444,5,609346843,1674596933.042
1,6, 0,504.394599989988,5,609351218,1674596937.40705
1,8, 0,349.016999997199,5,609355843,1674596942.03448
1,6, -8,626.036900034174,6,609359515,1674596945.71274
1,4, -24,897.919399951585,6,609363593,1674596949.79203
1,8, 8,577.517000081949,6,609368046,1674596954.24887
1,8, -24,929.419799995609,5,609371890,1674596958.08939
1,6, -8,591.725100003183,6,609376781,1674596962.97086
1,6, 24,956.627199946903,4,609380734,1674596966.92595
1,4, -24,881.481099928729,6,609385343,1674596971.5368
1,4, -16,710.306700024754,6,609389500,1674596975.70024
1,4, -24,927.07400006149,4,609394093,1674596980.28331
1,4, 16,507.367600043304,5,609398984,1674596985.18309
1,6, 8,484.107900000177,5,609403671,1674596989.86803
1,6, -16,620.664699989371,6,609408484,1674596994.6742
1,6, 16,617.232700049877,5,609412687,1674596998.88099
1,8, 24,515.198700068519,5,609417593,1674597003.78319
1,4, 8,406.16619999893,5,609421859,1674597008.0528
0,4, -16,668.200700016692,4,609426015,1674597012.21456
1,4, 16,498.677099993452,5,609430562,1674597016.76042
1,6, 24,801.834600101225,4,609435328,1674597021.52893
1,4, -24,732.5903999703,6,609439609,1674597025.80629
1,8, 16,640.965999973938,6,609443609,1674597029.80146
1,4, 0,652.246699956246,5,609447906,1674597034.10999
0,4, 24,862.183400019072,6,609451921,1674597038.12465
1,8, -16,597.532799988054,5,609456625,1674597042.81398
1,8, 24,588.86010007374,5,609461500,1674597047.69877
1,4, 24,568.098600077443,5,609465812,1674597052.01545
1,4, 8,590.495000066236,6,609470500,1674597056.69794
1,4, 8,571.62309990637,5,609474515,1674597060.71583
1,4, -16,541.660999934189,5,609478906,1674597065.09811
