Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target,CPU Uptime,UTC time
420.69,8,0,10000,1,1576625,1677889140.9423883
420.69,8,0,10000,2,1589562,1677889153.8773873
420.69,8,0,10000,3,1602687,1677889167.002388
1,8,0,556.392600000132,2,1668750,1677889233.0680387
1,2,0,626.4489999997895,3,1673500,1677889237.8043427
1,2,0,716.9427999998934,2,1678203,1677889242.5142765
1,2,30,939.7854000000425,2,1682390,1677889246.7071655
1,8,-15,677.2608000000364,3,1687515,1677889251.8191662
1,4,15,636.6240000001344,1,1691875,1677889256.187164
1,8,15,671.8044000000791,2,1696875,1677889261.179165
1,4,-15,785.7542000000794,1,1701671,1677889265.9851792
1,2,-15,758.6264000000629,2,1706000,1677889270.3061638
1,4,30,978.0863000000099,3,1710484,1677889274.793165
1,4,-30,921.2265000000261,1,1714890,1677889279.2071652
1,4,-30,794.7559999999303,1,1720046,1677889284.3581643
1,4,15,748.7824999999848,1,1725281,1677889289.5861676
1,4,-30,968.0070999999461,3,1729796,1677889294.1101646
1,2,30,838.93750000008,2,1734343,1677889298.6562757
1,8,30,622.9984000000659,2,1739062,1677889303.3751385
1,4,-15,584.3187999998154,2,1743656,1677889307.9731379
1,4,30,581.3893999999582,2,1747734,1677889312.0411851
1,4,30,651.1359999998749,2,1752671,1677889316.9821384
0,2,15,922.9412999999713,1,1756953,1677889321.261138
1,2,15,858.5535999999738,3,1761515,1677889325.8231387
0,2,15,-109.0,1,1766109,1677889330.4173903
1,8,30,818.961600000117,1,1771187,1677889335.4970527
1,2,15,745.7891999999138,2,1775890,1677889340.1960409
1,2,-30,842.2829000000238,1,1780421,1677889344.7360399
1,8,0,585.4426000000021,1,1785562,1677889349.8750064
1,8,15,623.9048999999941,2,1790234,1677889354.5410106
1,8,-15,792.9554000001335,3,1794828,1677889359.1390066
1,8,-30,732.8194000000767,2,1799703,1677889364.0080068
1,2,0,819.0932000001485,1,1804203,1677889368.5060084
1,2,-30,901.9231000001273,3,1809046,1677889373.357735
1,4,-15,838.2189000000526,3,1813515,1677889377.8336816
420.69,8,0,5000.0,4,1851609,1677889415.924609
420.69,8,0,5000.0,5,1859203,1677889423.5179386
420.69,8,0,5000.0,6,1866765,1677889431.0829394
1,2,30,869.6450000001423,5,1925750,1677889490.0565455
1,8,-30,980.6772999999484,6,1931000,1677889495.314548
1,8,0,944.1703999999991,4,1936421,1677889500.7256176
1,4,0,743.1760999999515,4,1941250,1677889505.5606174
1,8,15,706.9112000000732,4,1946062,1677889510.3796172
1,4,0,625.4438000000082,5,1950843,1677889515.159617
1,2,15,663.6081999999224,5,1955609,1677889519.9226186
1,4,0,675.7305999998753,6,1960406,1677889524.7176168
1,2,-15,890.1774000000078,4,1965421,1677889529.732617
0,4,-30,-109.0,6,1970453,1677889534.766184
1,2,-30,1004.2568000000447,6,1975125,1677889539.431182
1,4,30,796.8095999998841,6,1979765,1677889544.0801842
1,2,-15,645.017900000008,5,1984656,1677889548.9590087
1,8,15,714.3862000001864,4,1989468,1677889553.777743
1,2,15,771.4973999999675,4,1993875,1677889558.1857464
1,4,15,605.2808999999488,5,1998796,1677889563.1148024
1,2,0,595.4459000001098,5,2003046,1677889567.3558028
1,4,-15,693.6445000000422,4,2007484,1677889571.8009417
1,2,30,900.4820000001619,4,2012140,1677889576.450937
1,4,0,826.030500000039,4,2017468,1677889581.7799966
1,4,-30,815.6633000000202,4,2022734,1677889587.0520704
1,2,-30,918.7293999999983,6,2027453,1677889591.756834
1,8,-30,739.6654999999246,5,2031843,1677889596.159929
1,2,-15,955.7383999998965,6,2036375,1677889600.679007
1,4,15,666.8312000000842,5,2040906,1677889605.2155328
1,8,-30,649.432300000095,5,2045546,1677889609.852846
1,8,-15,937.7515000000276,4,2050343,1677889614.6599548
1,8,30,844.5736999996516,6,2054828,1677889619.13579
1,8,0,992.5655000001061,4,2059312,1677889623.621016
1,8,-15,853.15600000005,4,2064265,1677889628.5760155
1,8,30,891.6183000000419,5,2068890,1677889633.1970282
